Sentiment,Tweet
0,it's so sad that i can't sleep in past 8:30 on weekends anymore 
0,i suck at useing my time well 
0,@LittleLiverbird We certainly do!  Just a pity it hasn't worked 
0,feels better now that its time to sleep...  nite all
0,oh my god i have two tests next week 
0,WTF?!?! Boots have changed my fave king prawn salad  I now have sweet chillie sauce with it and no peppers 
0,"glad to know my family bought tons of gluten food for the birthday party, and I can't eat it. "
0,"@dottorblaster will check, I do not know it. it is for a laptop with windows. Tried unebooting, but it fails "
0,Hope evryone has fun at #pawpawty today. Mollyd has to take care of her grandma so no pawty for her 
0,is at work 
0,"@slatham100 : wish we could post you one!  Actually adoptions are going well,  but short of foster homes able to handle dogs w. 'issues' "
0,@pastelpastel hockey is the biggest bummer. Oh and taking notes in School could be tricky. 
0,"I just dropped my 3rd cup of coffee on the table, &amp; it spilled all over when the cup broke  Had 2 clean up a mess. &amp; i'm 1 cup short n ..."
0,@tommcfly i missed falling in love on radio 1 &gt; and i haven't yet seen it on the music channels  cannot wait to hear it live in June! 
0,freaking bred &amp; missing someone  &lt;3
0,booo! can't go to @innocentdrinks AGM as clashes with Teach First SPLiC Summit 
0,"so tired, i said up till 3  and woke up at 7 "
0,Dammit! Was doing a blog post and the power went out! The ridgeway and storms don't mix together 
0,@roflsaurus bad news as well - the link doesn't work anymore - they must have taken it down... 
0,Man it sucks when you want to do something but none of your friends do 
0,bout to upload Saturdays vid  ...btw it sucks... 
0,@wyvernfriend its it though.....  My work bans everything. 
0,"I am wondering why it is so hard for me to sleep these days. I am so exhausted, yet sleep still eludes me.  "
0,I hate goodbyes. So much 
0,I wanna go back to sleep but I need to go to the bank so I gotta wait a little longer 
0,doesn't appreciate the effects of alcohol the next day 
0,"had a short look on the SIGInt 09 schedule (http://ow.ly/4OYa): too much social stuff, almost no technical sessions ... "
0,"@TraceyHewins ermm took it hour ago lol, and nope i aint hung over aint drunk in ages  lol,"
0,is confused????  http://plurk.com/p/rdshb
0,@Misssarahnoir first time here and so far find it to be stunning - am walking in history but... the men are not from Milan so not feeing 
0,"@MusicCeleb7 hah lol. oh sounds exciting i have like an hour and a half science test i think, can't wait "
0,sitting here wondering how my checking acct bal goes down so fast 
0,@Antionette2299 I didnt get any tickets in teh mail 
0,is enjoying a rainy day at home with the family. Soccer games canceled 
0,@RebelSean We had double the amount of rain we normally get in April. Another wet year here in Toronto 
0,@Buddhabar i need you 
0,Sprained my ankle.  Can't go to waterpolo 
0,has the hiccups and they wont go away 
0,crummy weather 
0,I wish I lived in America so I could go to Bamboozle.  So many amazing bands in one place!
0,I think im going to die today. Sounds better than feeling like vomiting. 
0,"Damnation, how come CSIA membership dues have ended up being ï¿½50??? "
0,...damn noisy kids doing coke in the park by my house.. I'M TRYING TO SLEEP! 
0,@xGabii yup still fluuish..feeling pretty shitty  but im sure ill be beter soon...how are u? &lt;333
0,@whisperygenie I know  I'm on disc 4 of the X Files already...it's not as bad as I initially thought it would be.
0,ccache: not found #openmoko 
0,@Lipvixen Did your Curves Lady look like Summer Glau?  Knowing the answer is probably 'no' 
0,is planning on a great night tonight...too bad Kemal can't come!   I hate jagaaaa!
0,"@LemonpiY i'd be willing to try the ants right now, nothing else is working! "
0,Just looked at me @replies and i never saw some of ur replies so if i ever didn't tweet u back i'm sorry 
0,I lost my drumsticks (again XD) Where the hell are they! Why can't I just find tmy important stuff x( I'm tooo untidy 
0,lonely again...have no 1 to talk to..!!!!! 
0,@couturecori1  Boo on tummy aches!
0,"things jst kp gtin worse nd worse, y do thngs lke dis alwys happen 2me "
0,Lost my phone and a follower...what i do 2 deserve this?? 
0,I'm nervous....I haven't been for a spinn in over a month...I think I might die or lose a lung 
0,my stomach hurts  and im hella cold.  extremely bored to.  my room got boring. its boring here to.
0,Happy Birthday Noah!  one year went by so fast 
0,@JuleeKessinger without 
0,i thought when i woke up today my neck would feel better...definately not 
0,Montana horse slaughter bill 418 becomes law  http://bit.ly/bill-418
0,I'm a coward and a pathetic loser. No wonder I can't get any  guy that  I like. 
0,WOOT FOR TRAVEL PLANS WORKING OUT! but i'm going to miss London so much when i am gone 
0,"Around The House... Waiting For Matty To Get Home, I Miss Her Already! "
0,I lost my drumsticks (again XD) Where the hell are they! Why can't I just find my important stuff x( I'm tooo untidy 
0,@adamsconsulting  My younger son - he speaks of how he wishes he had a twin (I actually miscarried his @ 9 weeks.  Have yet 2 tell him.) 
0,No flying to Ponca City today for breakfast  Oatmeal at home here I come. Oats FTW !
0,annoyed that Time Machine doesn't backup iPhoto if it is running - just lost all my pictures for the last two weeks 
0,@surfingthesun and NOOB SHIT!! HAHAHA. omg. i miss jiaoraja i very long never talk to her alreadyyyyyyyyyyyyyyyy  ask her get twitter sia
0,Why do i wake up so early in every weekend  ?
0,It's Derby day...23.75 years of life and I've still never been to Churchhill Downs. 
0,@kristenstewart9 i saw you guys on E.T and i am pumped for new moon. although i still have not seen adventureland.  having fun in canada?
0,"i want 2 follow automatically every1 who follows me ,but how ? tweetlater demo is over  now waat?"
0,"Hm, Work at 9-6 with a 30 min lunch break. While my boyfriend is going to test drive and might get a lotus. Thanks responsibility. Ugh "
0,i'm going to fail this qrter i can feel it... 
0,@Caraandclo  same ere. but just dropped a full tub of jellybeans all over the floor. pmsl!
0,@ChipsterFL don't think I can make it  hope you get a great turnout for Newt!
0,Exams... Exams... Exams.. Wrote 2 papers of 80 marks each today. Fingers are paining.. 
0,catching up on my anoop fix. i miss anoop. 
0,off to work. 
0,@katietaty I hope your revising! Im getting ready for work dreading half 3 
0,wish i could be @ bamboozle. 
0,had a dream last night i was on daisy of love and i was the 6 person kicked of 
0,Hopping back in bed to see what's on TV...looking for something funny.  my son doesn't want to get up yet to play with mommy 
0,ahhh - sunshine...but that means gardening too 
0,"@Maddork aww, that sucks  "
0,Mojos on 49th and Dodge went out of business 
0,listening to sad songs 'cause i' m feeling alone today..  
0,This gloomy weather makes me wanna stay in bed 
0,1st baseball game of the season is rained out. 
0,soo tired. needs some entertainment though 
0,@ThisIsRobThomas Rob. Please say hi. I miss you!!!  
0,Why cant i ever sleep in anymore? 
0,i am soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo soz twitter i feel so ashamed 
0,@stephenstohn no! that's rather upsetting 
0,878 words?  It felt like more 
0,Eaten at mcdonald's ! My tummy is full of calories! 
0,I'm up early on a Saturday. I suck!  I'm really sleepy. 0_o
0,I miss Aya. &amp; my stuffed toy which he named Bulca Chong. 
0,@riellaelise OH MY FREAKING GOD I HATE YOU 
0,"im writing my book, apparantly its something every good copywriter should have... Working at 6  boo"
0,I hate it when I mismanaged my $$ 
0,I didnt know Archie was on Paula O'Grady!  I shall now go onto youtube haha ;)
0,woke up with a headache.  I think I clench my teeth at night and that's what causes it.
0,Stuck on a lousy dinner with my cousin's family.god!they're so boring 
0,want to try Tangomonium today 
0,saying farewell to my bro - getting sent to Iraq - 
0,Just left kelsy's. Was epic fun. I have work tomoro nay 
0,@droccc I think I need to sit my butt down this weekend.. 
0,2:35 and only starting the day 
0,want cake 
0,twitter membosankan 
0,@iba_oshun I SOOOO sorrie ur not feeling well sweetie  Is ur baby there 2 take care of u?
0,@Tarzy I think mine lives 36 hours away 
0,"@willneal yea, "
0,My throat hurts like no other and all I want is my hockey god but it's not happening 
0,so fast the long break is almost over. . 
0,@marmitemania damn! u must have alot!!... ive won nothing  My mum or dad havent won anything this month either.. 1 always usually does!
0,Why are my allergies so much worse here in Va Beach??? Oh no! Maybe I'm allergic to Va Beach!!! 
0,@TraceyHewins omg very contagious #ChrisFlu aint good 
0,I am hungry but can't eat coz my stomache is killing me  I am seeing the doctor tonight 
0,@papertimelady running is my 2nd most hated exercise(ergs = death) but le gym is shut and i haven't lifted anything heavy in over a month 
0,@postsecret I don't think the link works. 
0,Ugh.  Feel yucky this a.m.  Coming down with a cold.   Have a 1st communion meeting in a bit - 2 hours?!?
0,no electricity...missed the match between Middlesbrough and Manchester U. 
0,I will be grading again today in the AM  Antiracism group planning meeting PM. What for 2nite? ? ?
0,Waking up from bad dreams  Wondering who it is was last night that wanted to come chill at the house tonight... hrrmmmm
0,@thejetset do you mind working away without it for a bit?I'm being called away by family members 
0,@justinberrier He handed me a huge spindle....I've got it covered...pray for dana...she's comin down w/ strep  she might stay home ton ...
0,Is in a quandry. I don't know what colours to use. 
0,"@_Gila yea, but minus me "
0,I want coffee! 
0,@feeru I demand to know who's this friend with a Wii becos I wanna join a Wii party when I go back to M'sia too 
0,Headed to the river... but radar looks like some iffy weather around Knoxville. May be cut short       &lt;&quot;))&gt;&gt;&gt;&lt;
0,How the weather affects my mood..No sun til Tues now.  BUT two sunny 80 degree days by mid month. Why didn't I move somewhere warmer?
0,@JennPershing Hey! What self tanner do you use? I cannot seem to find one that works 
0,is SO SO SO SO SO SO SO bored! And its going to be like that the whole day!! whaaaa 
0,@inebriation  Try to have a good day.
0,"i wanna go cry.  i mean, bill looks sexy with him now hair. [: but it's different. TOO different. i want lion back."
0,@steveschoon Ew oh no! People fail. I was going to comment that Tuscan Express doesn't have a website. Boo.  And Schuler Books as a treat?
0,my boyfriend updated his blog.. after 6 months of abandoning it! *cross finger* don't judge that picture of mine he uploaded though 
0,I want bacon and pancakes 
0,@HelpHealthCare I'm republican. But I think Obama is in the right direction. Just my only worry is hyperinflation. 
0,"Woke up early when B left for work, can't get back to sleep  Why is it so much easier to get up on Saturdays??"
0,@undefeatedimage get on ichat if you think the same internet dc bla is being gays?  or just calllll/fb if you wanna chattttt
0,I moved bedrooms the other week and I put a box of CDs some where.. But where I don't know 
0,going to soccer this morning...had to bribe him to play...i think he's tired of his teamates 
0,watching a young HOT Tom Cruise in one of my fav movies.. Top Gun... its almost over... no good 
0,@JohnHoldun Thanks for the insight. I seem to be the only person who missed that connection. I hereby relinquish my JJ Abrams street cred 
0,on to other things. we need to go through temperature screenings before sitting for our exams now. that sucks. 
0,Fed up now. Nearly got hit in driving instructors car 
0,@ home bored 2 death 
0,Ehh I need to check my twitter more often it was like um 16 &amp;&amp; 60 tweets . Ugh it's early! [not really] I wanna sleep a little bit more 
0,in sfarsit acasa.... obosit... m-am intalnit si cu @cart00n. pacat ca nu au batut recordul 
0,wishing I could see Tim and Jess before Prom   
0,geez.. I am sneezing and feeling damn thirsty 
0,@twinschick1  Ugh.  Been there.
0,and then the remake of it to come out!? WTF I am not THAT old am I???? It makes me feel really old?! 
0,@uhkaysha sorry I missed the prom 
0,@Bonelle Nah I got to do my work  what about you? xx
0,ughh communions all day... wish i was at bamboozle 
0,@inebriation   Try to have a good day.
0,"I had the urge to eat a banana. That's why I'm eating one right now, *chews* *swallows* My teeth hurt like crazy, and my gums... "
0,On the way home from dinner. Good nite even though I was sick 
0,decided not to go night swimming because the pool's curfew is 10  and it's already 9:30 so how's that fun:| http://plurk.com/p/rdurz
0,@miss_evaded I rewallt hated missing your set  And steph gettin up there... ugh.. I thought we would b outta there sooner that than 
0,Feels awful today!  so hung over! Funny night though! X
0,i hate waiting around all day just to go into work 
0,wishes her CLASSES wont start on MAY 20  http://plurk.com/p/rdusl
0,Market didn't have the pigs head I wanted for a photo  try another time #photogs #ldn
0,"oh my GOD the bogans on the bus today. I really wanted to punch them in the face. Feel sorry for the poor bus driver, he got most of it "
0,@raditsracquel Luckyyyy  I couldn't get off work today. Blehhh. Have fun though!
0,@ScottDavis get me a ticket for#startrek when you book bud. My mrs won't come 
0,pretenders didn't work  ? http://blip.fm/~5exzk
0,City girl that I am roadkill is hard to see 
0,"3-1 Celtic, a flattering scoreline. Tough being a Dons fan "
0,@CarolinaGyrl00 I'm LOVING the weather here. But I'm missing people day by day... im still HOMESICK 
0,"@PeggySheehy Wishing I was there with you, @annecollier @knowclue @artdabbler13 ... flight ACY-BOS only $239! Wish I'd known! "
0,ugh stop tweeting about bamboozle already. i am jeluz enough 
0,Getting ready then leaving I hope it doesn't rain 
0,is pissed! I have no water... just want to shower.... 
0,Wants new technology/game to play with 
0,ah 17 Again ad in the HM mag. i sware someone is determinded for me NOT to see that movie 
0,@paulwaling hoping for btwn 3:30 and 4. Longest recent run only 18 
0,@TwiTrooper I have NOOO Idea Hollie I still cant think of a Title for mine  Sorry luv
0,Nightmare.  fucking terrible.
0,@shondarhimes aah thank you so much for not giving us a rose baby!!! want Merder to be happy! but totally lame for other viewers i guess 
0,"@vvvwong22 i have a habit of picking at my face when im bored, stressed or concentrating - pretty much always!im making myself ugly "
0,missin all the fun  i wanna be with my friends~~ (((((
0,"@ponyy bahaha, i was putting butter back and bam it hurt "
0,"@airliebee It just feels so incredibly heavy, sad &amp; numb. Don't know quite where to start "
0,"@denharsh Can't get into FTP, sites perpetually &quot;loading&quot;, support ignores me "
0,Got to cut the grass   http://twitpic.com/4egwz
0,@genjadeshade Why? 
0,Yellow Car isn't any fun on your own. 
0,Shutup college. I know my exams in a months time  no need to remind me 
0,Can't go to the football game 
0,I want to go to bamboooooozleeee 
0,it is raining here in Memphis  Our big music fest is downtown...drenched.
0,i'm in loooove with a guy who live in an other country ! i don't know what to do ! 
0,i have a cold! 
0,cant believe i have to be back at work in 9 hours  ergh
0,cleaning the house... just cant seem to get my act together and keep writting 
0,"knows that, although Oxford is very good she is still a Cambridge girl "
0,Mmmm.   Went flying my toys this morning at 6am.  I now have proof that the lighting pole in the park is stronger than my plane!  
0,(@MisfitGemma) Shutup college. I know my exams in a months time  no need to remind me 
0,"@kitcat72 I'm good finishing work, have laundry to today and pick up gf lateron, workin sun "
0,@PerezHilton that didn't work 
0,"I'll be your teddy bear i'll be your clown (:  Listening to Down by JJ Lin, very touching  its in english everyone  Check it out !"
0,We've lost Tiny ham   I hope you're safe and come back to us mini-est hamster ever ;____;
0,fixen 2 go 2 bg and and then study 4 my s.s test 
0,I'm so bored at work right now  there's nothing to do
0,@ChownTown aww WIKKID! Shame it's out of stock though 
0,"Tomorrow the Mom's Day!!, I know what to do for her! :] , My dad can help with with that!. I have to do homeworks  too "
0,@AudiKhalid i wanna go Taboo too! but that place is too hot and i shy to take my shirt off 
0,"Oh Lordy !!   Hayfever, now that was unexpected!! Non-drowsey meds have me knocked out !! No drive to park this afternoon "
0,"ok! so my allergies have my left eye all puffy and watery, &amp; my right wisdom tooth needs to come out! can i hav a new head?? ooouuuuch! "
0,Still drunk from lastnight and I have to be to work in 20 mins not a good look right now 
0,@peekaboo_nannon which episode was it? I was busy cooking 
0,spongebob is kind of gross sometimes. i'm too lazy to get ready for work  i'd go back to sleep if my cousin didn't steal my bed.
0,My tat is scabbing now 
0,I wonder where's my voice. Can't even open my mouth to speak.. Ouch!  - http://tweet.sg
0,@kiestaster  no big o even with all that build up?
0,@shaddybabybitch yeh im good. just did 5 hours of work serving NO ONE cause the store was deserted. AND im back at work in the morning 
0,I'm all better!! But now I have to study for finals and I really don't want to. 
0,I woke up with the worst headache  So rude!
0,The prom shoot..not happening 
0,"Ok, last day with internet access... I will miss you my friend "
0,"@gjarnling Oh, but Mr Jarnling, I said I was sorry in 2 languages...but am not forgiven? Am going to cry into my meatballs... "
0,"@DanielMysterio  you cant buy it, but you can promote it!  lol"
0,"@viafalyn ikr, i haven't seen them since sil toured with them "
0,At ballet school with the brat!! Haven't been here in a while.. rain rain go away!! 
0,: Coaching! College!! Coaching!!! 
0,"Finally a hotel that didn't ding me $$$ for wireless access. Kudos to St. Regis, Aspen. I did just pay $40 to bring my luggage on United "
0,"@CatLatham espire;) where was yours! snaapp!  i have had to grip my fringe back, it is sticking to my head lol xx"
0,@Isaaatje Cant c it 
0,i hate my phone  damn qwerty keyboards always make me wanna buy them.
0,its rainin again 
0,I reallyyyy wanna startt like one of my 7 video's ..but I gotta finish this episode 
0,@WolverineNYC so I guess no chance getting claws in Germany? Too bad 
0,listening to &quot;From Silence to Noise&quot; by Nosound .. matches the weather .. starting to think the weather gods are reneging on our deal 
0,Studying for finals and making graphics....wishing I could go out and do something. 
0,ohhh i think i'mma go sleep. my eyes are.. kinda hurting 
0,"Man U win, yay!  Going to the gym, need to do more work though! :'( Exam Tuesday "
0,Please someone take this sweet little kitty! She needs a home and it can't be mine! 
0,In dokkum right now. Can't find anything i like 
0,is home watching melrose place on a saturday night. thank god im sick or this would be sad 
0,K. I partied to hard I'm assuming!! I have NO voice!! 
0,"@magpiecreative the ticks are horrible up here, too.  Dogs loaded up with Frontline plus and they still get bitten. "
0,"@daliuhh yeah, i also thought about this  I think if there's a pandemia, they should cancel the tour"
0,@veganB12 bullrunners antagonise the bulls 2 run thru pueblo streets during festivals- in2 a pen until they R killed l8r at bullfight 
0,is eating patatoe chips...ino its morning...oh well &amp;&amp;im the only one awake  i WOKE UP TO EARLLLYYY
0,Turns out I am a 34 waist and a 36 arse! Fed up of trousers shopping now 
0,"Off to Home Depot and Sams with Dre, Autumn has to work...  "
0,"Drinking tonight while watching horror movies, this cannot turn out good? Stephen King's IT will be put on, but I don't think it's scary. "
0,Just heard about the 'HalloWhedon' and 'Chevron 7.3' conventions. Y do I have to live in Australia and be poor?!?!?!?!    
0,"I'm not well, probably won't be anytime soon "
0,feel sick as a dog...shouldn't have taken those shots of brandy last night 
0,Havin lunch wi my chica's then off 2 get ready 4 2nt! Shoppin has tired me out   X
0,"@jordanknight Please tell us what it is!!  or at least give us a clue.  Yesterday I was sure  knew what it was, but now I don't know "
0,Thought for my day - &quot;Love Makes Life Beautifyl. Mine is ugly yet...&quot;  
0,My house back home flooded and we lost a lot.  
0,"@erin_rosie ouch, yea I have to work at 4am tomorrow "
0,I am $75 richer! But my legs hurts 
0,Last day of lift accessed skiing  in VT #killington
0,"@jamescantbeseen what's wrong, su? "
0,"goodnight, have to wake up early.  science test monday, geo test tueday, re assignment due tuesday."
0,"At the laundrette bored, not getting an iPhone now  i am getting an iPod Touch so it's still cool but i did want the iPhone"
0,Ahhhh... I can't wait to leave! I'm so bored. 
0,"@hindmezaina than ks but that wasn't what i was looking for, need that button where you see what the world right now randomly wrote. "
0,i'm at home so tared  i just want to sleep a lot!
0,"up early, cant sleep "
0,Give the donkeys a rest! Plea to visitors over tourist site cruelty http://tinyurl.com/c5w5s5 geez 
0,Ack. Woke to a headache. 
0,Heading off to bed. Early morning tomorrow. Big week next week. 
0,"@kaskade Oh man, now I'm craving poutine "
0,"@arisaja i know that man, but my mom is having one at the moment  sigh .. that's why i'm really worried, i don't want her to leave yet =("
0,"Work meeting at seven, fml. I just want to sleep in once this week "
0,Allergies are kicking my ass right now.  so is studying.  
0,doing lunch with ange. back to work in 10 
0,Allergies are wiping me today. 
0,@sexychi Nope! only me and my 2 bros/...EVERYBODY back home.....  
0,pathan out  #IPL
0,angie i need you to send me train info.  please come online today.
0,aw. i wanna run it  haterBmotivatrs
0,Seeing all the tweets about Boozle is bumming me out. 
0,"Ughhh this kid will not stop coughing, im gunna end up sick "
0,x  + y =  where x = early morning train and y = very late Stevie night.  Stevie hair do . day 2 = ;-)
0,Gotta go to the vet's for a shot this morning.  ? http://blip.fm/~5eyd8
0,@ainzneal I knoooowww I'm really hurting right now. I don't want my coworkers to see me like this 
0,Suddenly rained. Not good. 
0,hates moving  lol
0,Ohh look its anoter rainy day... 
0,Final exam = the biggest nightmare 
0,@samjallen Did you kill one of your dads chickens  you heartless bastard
0,"i didnt get to meet bradie tonight, he was to sooky to come "
0,WHY DONT PEOPLE STOP ME FROM DRINKING TO MUCH.. my head is in pain 
0,I have just upset my kid by telling him he can't have the new X-Men Origins game as it has an 18 rating. 
0,"@Hdooley416 im sorry about n00d1es, i told him to stop "
0,Tommorow some people are coming to look at our house. 
0,heading to work..wish i was still in bed 
0,TAKING MY 7 MONTH OLD TO THE DR. THIS RAINY SAT MORNING  HOPING AND PRAYING SHE GETS TO FEELING BETTER 
0,Never got to Scary Movie 4  fell asleep.
0,My BB battery is low 
0,i think it's time for bed. can't believe i've already finished my gossip girl dvds. shattered as. 
0,Then the major motherfuckin fail was MY DAMN POWER BEING OUT. We didn't even have a tornado and a bitch doesn't have lights! FML. 
0,his not coming online  i think i'll just wait a little bit longer..
0,Walk is canceled today       It is pouring in Olive Branch.
0,Someone broke into Stella's car 
0,I miss my bandmates 
0,@nuala Daya! I wanna go to the sale!!!! Wanna horde TopShop stuff. 
0,Really shouldn't have let my curiosity get the best of me and looked at those pics! How horrible 
0,Saturday morning cartoons aren't what they used to be. 
0,@pauliniunia EXACTLY.i dont want them to tour.no no no they should stay in LA 
0,@peekaboo_nannon Cool....I hope channel 10 don't scrap it coz I can't afford Foxtel anymore 
0,Feeling so unmotivated today  need some art in my life. . . Artomatic after my house work is done  yay
0,Another day at work   Working on the weekend sucks but the moneys pretty good. Time to bite the bullet.
0,"just got back the other day ago...and now, making the most of this sloooow internet connection. [almost went crazy without internet] "
0,work 9 to 3 
0,People dont understand....  I love him no matter what.. Baby u mean everything to me...
0,eating trix and frosted cherrios...not a combo 
0,@duwanese i hate finals!!!! 
0,"I want to talk to him so bad, He said He woulden't be a skool for the next week butHeDidn'tTellMeWhy. and hes moving "
0,Going to finish packing and cleaning now 
0,im not feeling well. 
0,"Drinking on an empty stomach hurts these days.  Getting old.  I'm not 14, anymore.  "
0,woke up waay too early today  but anywho talk to me
0,@_coops_ Zip it 
0,Studying  the countryside alliance and me do not go well together!
0,Oh no! It's raining. They are going to process and graduate in ponchos! 
0,@meygantot I think we all called you but you didnt answer. 
0,Itchy eyes 
0,@patriciakaulitz around 3 hours or more  and now it's up .
0,steeling ourselves to spend the night in the old house - no mod cons such as internet 
0,Most upset by the ending of S1 ep 11 Heroes  *stamps foot*
0,"OMG J.O.N.A.S PREMIERES TONIGHT IN USA, HERE IN SPAIN THAT SHOW WONT BE TIL JUNE!!!! "
0,I have awoken this morning to the distinct feeling that a semi truck has run over mr body and then backed up and did it all over again.  
0,I'm pretty pissed I won't be at bamboozle today 
0,How bout i wont be there cause tix were sold out!  tear tear.. So sadd
0,Another boring day. 
0,"@ellendecoo Heard about Beck's you're either w/Jesus (&amp; our narrowly-defined, culturally-bound definition of marriage) or against Jesus. "
0,@Brandi88 I'm coloring in a coloring book. It's the Hulk and he is green - so fun but my green crayon is broken. 
0,Good Morning flat tire.  
0,"@Dannymcfly http://twitpic.com/3rro1 - I was there, and I touched Harry's drumstick. I wish he'd given it to me     ......... waiit th ..."
0,FUCKING RAIN ((( MY IPOD ISN'T WORKING ANYMORE 
0,"At work, and a plague of tourists has descended "
0,macbook + i915 + KMS = stale epic fail 
0,how much room does a sim card have? my phone is saying that the mem on sim card is full  Should I get a new phone or a new card?
0,Is  feeling tired and has a lot of work to do before exams 
0,Strange - my old twitter design has come back. But..my juicy couture  *sobs*
0,"Ah, a brillant Saturday. Headed to Rebuilding St. Louis, then back to the MBA march. Gads. Another weekend with no golf. "
0,"ok, hitting the books now. wish me luck "
0,Sad that I am missing our church's big spring hill mission day  but charlotte and apple both need me today!
0,@randymatheson @knealemann listenin 2 a lot of J-Lo! Stuck @ a Let's Get Loud dance comp here at work until 830pm  Earlier was Kaisers tho
0,"Back from soccer already, Aidan is too sick. "
0,@mz_gioo whaaaaat r u surious   i treat u like a queen! And then some!
0,@michellemistake You left.  But have fun with Mama and your bro!
0,It shouldn't rain on Saturdays!!! I wanted to go to the mountais 
0,@mayleeen I'll miss him too. 
0,was woken by a telemarketer's call. Shouldn't they know I got home at 3:30AM last night?! 
0,rainyrainy day 
0,so hungry right now 
0,@ChristineMarque errrmm do i know you?? sorry 
0,"@ayeashleigh lmfao kwlio, aint that a lil early 2 b out on piss tho? and i think i should but when i tweet loads i userly get timed out "
0,"Damn,I wish I were at Bamboozle. I miss my friends "
0,@arisaja it's ok as u said &quot;everyone would die eventually&quot; but please not my mother  it's &quot;kanker rahim&quot; been ongoing-medicated to KL...
0,is crying again... ayoko na :'-(  http://plurk.com/p/rdy4n
0,At the train station. It's cold 
0,NO batti = no net  damn you wlink
0,@erykah_ Too lazy to think of deviant sexual acts at the moment. 
0,Too wet to golf 
0,@heidimontag i'm really sick  luckily i don't have the swine flu! just a fever so i'm going to bed!
0,@mz_gio whaaaaat r u surious   i treat u like a queen! And then some!
0,"i am 2 greedy, i cant even move now "
0,"Can Rajasthan Royals do it, they have been in this situation in every game this season "
0,I have a tootheache 
0,Should be at my cousins wedding today 
0,is soccer game was cancled due to rain. Oh well. That's what happens when you live where I live. 
0,Absolutely bummed by another rainy weekend!!!  When will it stop ????  Guess I'm going to have to forsake all outdoor shows only!!!  
0,Waking up with a headache is not a way to start the day 
0,209 hits on my blog yesterday and not one comment!  makes me a sad girl!
0,the roof of my mouth feels all cut up  lol i suppose thats what i get for eating soo many chips haha =]
0,Just got back from the gym. Holy work out!! About to wash some dishes. I rather be doing something else. Someone has to do it. 
0,"@mOnicALOVEingJJ Hey! Sorry, I couldn't talk to you last hour! "
