Sentiment,Tweet
0,@dbuch1988 Im stalking u friend!!!! lol! debs I cant do my essay!!! 
0,when am i going to get the time to watch all the movies on my movie list??   (yes i have a list with the movies i really want to watch)
0,"Just realised Dean Thomas is supposed to be at Shell Cottage too, right? Guess they cut him out "
0,"can hardly breath, can hardly swallow, cant breathe at all through my mouth, my ear hurts like hell... imma go cry now "
0,"Im off to drink some Swedish tea in my HUGE backyard, and do my stupid homework  Toodles x"
0,@Pwheslop Not mu fault man 
0,TV died - I'll  have to watch the lost season finale on my computer monitor 
0,"@thesixthaxis Ahahahaha. It's being cit jeez, just not too short. You get used to the warmth around your ears "
0,School giorno. Not doing cheerleading knee is killing me   ouch!!
0,"@Nikkifeltham Thanks, Nikki. My hub's grandad passed away y/day morning, so not great times...  x x"
0,@999VirginRadio Texas Tang Doritoes...came out the same time as Cool Ranch...but didn't last   I loved them.
0,I want an LG cookie or an iPhone 
0,"what happened, America? my bet was on Danny!  hahaha"
0,@GrowlyBear There's nary a long weekend in sight! 
0,"today is hot,too.  the design exhibition  so big that i tired......  http://plurk.com/p/tqtwa"
0,more state testing 
0,another stinking migraine  
0,Jogging = fail. We walked instead and played in the park. Taking the dog = he played in sewage 
0,@stigsy why would you ever think that? (ok so maybe dougie and harry are doing a sigining there today) you know me too well 
0,this woman just propper looked me up and down like i was stupid 
0,My check engine light is on.  
0,@kristyoz oh!!! I`m so jelous right now...wish I was there then... 
0,this day is not starting out right.....people wakeing me up all night 
0,Woke up late  driving to school
0,"@BrokenRoses in reply to your reblog sarah, the mighty boosh is shown every week on mondays on adult swim  but i think it's heaps late"
0,@hoseachanchez im with you  got an early call...
0,@rehabc I was just looking for some free alcohol 
0,poor robert munsch...it'll come back. you can't forget murmle murmle murmle forever 
0,@MISSQUI I THINK I'M SICK BAY 
0,"@KimberlyDoll awesome video Kimmy, now why cant Ash do that? "
0,im off peeps g2g to school  damn i wish u could just stay at home but i cant anyways see you peeps laterzz byee peace out ?
0,"Just had a horrible customer experience with #Dell - Stubborn, bureucratic and completely lacking in customer focus. Avoid at all cost "
0,"@ap4a usual scenario is nice during week, rain, wind, snow at weekend "
0,"@Charzlotte Oh no, he's not a bastard ex is he? "
0,DAAAAMN Something's wrong with my stomach. :| 
0, rt @raffertie: please don't buy the version of Stomping Grounds VIP that has come out. mastering has been screwed up. trying to sort it
0,Finished work yay! Time for assignments boo 
0,300tdi disco axles into 200tdi defender?: I want to fit 2 300tdi discovery axles to my defender   (as the fron.. http://tinyurl.com/qezlyw
0,"peer pressure sucks-wouldnt want to be a kid again, kids can be mean. mean kids grow up to be mean adults "
0,@tuttle88 good job being 848 in the world you piss loving twat of a cunt; shit fuck bloody balls... I ran out of swears.... 
0,goin paintballing today. quite dissapointed didnt realise it was wargames 
0,"lost her temper today, for her next trick she will lose her mind. "
0,My throat hurts so so badd  
0,i want sushii 
0,oh crap i got the pole touch...THANK U HAILEY  Nate&lt;333333333333333333333333333333333
0,@annieoliff not good  used to get that wne i was younger  sucks ass
0, I have to wait till next Tuesday to see star trek cause no one will go with me till then.  Friends suck.
0,I can't believe I missed Karen O at the Riff Raff this week 
0,why am i always ill  it drives me mad
0,. @gothicat  I blame the compressed shredded cardboard you've eaten *hug*
0,"@biscottigirl us too...starting today just rain. Up way too early to mark papers, exams (grades due Monday) "
0,not feeling quite right - my chest has hurt some all week - think i need to spend day in bed resting 
0,In dentist waiting room. Nothing quite like the anticipation of pain 
0,I think the lost finale takes precedance over work. Looks good 
0,@KarensLostNotes Jacob gave me a headache...LOL  Im so frustrated by how #LOST ended....I guess poor Sawyer will miss Juliet more than I 
0,off 2 school  gotta learn... then track practice to home...
0,i so love David A.  haha. i want my arm to be signed  Seriously!  haha
0,I think something is draining my iPhone battery. Can't figure out what though 
0,Absolutely frozen 
0,@resiliencyyy now i dont even fl like going anymore... 
0,Lost finale won't have finished downloading by the time I go to bed 
0,Toni is denying that it is pub lunch Thursday! 
0,said no because she wants to go on the field trip today which is happening whether it's storming or not.  So no sleeping in for me! 
0,@swayswaysarah awww  hopefully things get better for you.
0,@citysage my thoughts exactly 
0,Nobody is ever awake at this hour   &quot;Lunch&quot; in 45 minutes; then the world wakes up.
0,@lmacvittie What is &quot;so early&quot; for you? My two little ones get up at 6AM sharp every day 
0,why does it always have to rain on Thursdays 
0,@BradlyBear heyyy i knoo its been a awhillee ; ive been soo tired latetlyy   lol what about you?(:
0,Here we are. Stinks of haircare in here. I DON'T DO HAIRCARE. 
0,Rainy day yet again   Work from home day....no driving down the two lane hwy!
0,@crescent013 she never commented back on your post 
0,watching tv wrapped up in my blanket feeling sorry for myself 
0,Missing 'The Sadist'. I've grown accustomed to his face and the torture... 
0,"@HariShanker Yeah, wanted to come, but  some problem with planning on my part and I couldn't  Plus am scared of big meetings "
0,"been up since 6am workin on essay, went to get mcds breakfast, car broke, now in garage, gunna be a fun day i can tell "
0,Not doing much just at home on ma laptop pretty board 
0,"So, I woke up and thought it was a Saturday; and for a few minutes, was actually excited that I got to sleep in. Then my alarm went off. "
0,isPlayer Has Died! Sorry 
0,"damn it... i should SO be in new york right now. eff rainy, cold, nasty markham "
0,It's a rainy rainy day. I can't wear my cute new sunglasses. 
0,There's an enormous fat wasp in my room  gah
0,"Landed HARD on my knee (bruised), had someone land on my shin... and pulled a hamstring, all in all, a good training session "
0,@ninpolite yeah I would have loved to have gone to the chicago show.... no can do though they cut my hours at work 
0,@sixstringsnc I don't have a very high opinion of Verizon (which I have) b/c I have to go stand outside at my house to talk on my cell!  
0,Need Coffee 
0,I just had a conversation with @KIllBei that basically ended with YOU'RE GOING TO FAIL CHEMISTRY. 
0,insomnia sucks 
0,is getting over her 4am starts at work 
0,"can't wait til 7.45pm to watch Mr.byrne in his kit ;) , especially as im now gonna miss out on the cancelled one  xxxxx"
0,@hmtangx screw you. i have to do pd  need to start.. right about now would be good..
0,Why did I stayed up past midnight when I had to come in for labwork at 7?  &lt;WYD?&gt;
0,Smells like bacon in here. I already ate but it's making me hungry... For bacon. 
0,revision revision revisionnnnn 
0,damn it!I shud be at David and David's concert..but I'm stuck hir on my non-refundable vacation.. 
0,"School ughh , tmrw is jrprom and it's soppised to rain  fml"
0,I cry hopelessly 
0,"YANO Music: After &quot;Tsinelas&quot;, its now &quot;Banal na Aso&quot;.   Natatawa ako, hihihi..."
0,back to work 
0,aiiiiiii. hate modern history irp. 
0,oh wait....she got it...only sharing cos you're the one i share best with... Dreamer is lost without you... 
0,looked at the thin layer of snow on the car 
0,@thepauldaniels http://twitpic.com/55a3d - not much of a circle  the magic has been spoiled for me 
0,@boyfromthestars yeah. For all the wrong reasons 
0,Blah! School should start later so kids can sleep in more 
0,Very confused bout a lot of things..glad schools almost over so I can think..goin 2 school now..hoping 4 a good day 
0,"I'm half way through my exams hip hip hip hooray....but why is it dull out? It should be sunny, SUNNY on the one day i could go outside! "
0,Just noticed that my coffee tastes horrible when you brush your teeth and use mouthwash. 
0,School in a little bit. Did not sleep good because of the thunder storm 
0,Sometimes people just frustrate me...why can't they be nice? 
0,"Went to gym and came back. Eventhoough you smoke outside, when you come back in the smoke follows you and it annoys the gym-ers... "
0,anyone know anything about illustrator?  Need to invert the colours on a logo eps and my illustrator-fu is weak 
0,"@DavidBlue Yep, Lost was awesome. Now we have to wait 8 months for it &amp; I have to wait until October for SGU. "
0,cannot ACTUALLY believe he fucking forgot about his hospital appointment and actually wants to cry   
0,Is sooo fulll. I'm starting to be excited for LA but i'm still not finished packing. 
0,@rogersaner You gotta be joking - they're talking of introducing it everywhere else 
0,@PaulaCoMayo I'm sorry ur not feeling well!  I pray u have a speedy recovery
0,"@mubblegum sweet!  Now I can play Jedi Alliance. I mean, if you let me "
0,@KentGoldings have we figured out how to go back in time yet? that's all I want this morning 
0,"@iamfauxpas All gigs this weekend have been cancelled, so it may be temporary or shut for good. Still trying to find out. BOO. "
0,@nikipaniki oh shitt! I completely forgot there was a #sgtweetup today  will have to meet u guys another time..
0,"skool now  huge day.... 3 tests/quizzes, project due tuesday, cat wait til its summer (Y)"
0,i hate thunder storms 
0,isPlayer Has Died! Sorry 
0,Awful night with grandpa. I hate blood. 
0,"@SpeaksBeliefs it's a brit slang thing. sorry, sometimes they crop up "
0,300 updates. and i really need to go home im hungry  lol
0,"Erasing iPhone before going to O2 store for repair. Phone part partially working, SIM okay so iPhone itself at fault "
0,@JSpikEThinG usually i manage to avoid the results but not this time  .. aw well i'll just pretend i don't know!!
0,rain for the next 4 days 
0,got to go to school soon  Thankgod there is only 17 days left!
0,Sitting in the gator again waiting for the van- i have a sore throat. HOW THRILLING!  :]&lt;33 xoxo&lt;3
0,"@paulina1 Wow that sounds so painful, your poor friend   Thats great that your able to be with them for the procedure, So are you going.."
0,#NAME?
0,@selenagomez i don't know how you do it.. how can you LOVE science? i'm gonna fail tomorrow's test 
0,@howtostayfit now following me. Must have overheard comment last night on when my &quot;baby&quot; was due.  Not pregnant just chubby...
0,feels like a million swords are stabbing her in the throat!! oh man--hurts to talk and swallow  ughhh..lets hope it's not strep!
0,@gigimaguire I love me some GIGI! I wish I was in the A for your bday 
0,Danny's gone... there's no point watching American Idol anymore... really... 
0,My phone is dieing. 
0,"Byebye Ru  keeping busy today. Gotta work on get my passport. Getting outta here very soon. Granola &amp; Apple. Goodmorning, world."
0,More server nightmares. 
0,Doing kid drop off and pickup today...DD asked me if I know where to pick them up! 
0,No dude. If i had the car i wud go for drive n stop somewhere n chill to see them. But this way nope.  next time.
0,"@KINOKO19 I is inspiration? XDDDD Ha ha, and yeah, math homeworks. "
0,well that was painful  #goodnight and #goodluck
0,"Apparently my parental control is set to off. For once I'm not after pr0n, I just want an MSN app for the new phone "
0,I've never been so anxious before..  Why this???
0,Grumpy-ish. Listening to cut copy. It feels like it's going to be a long day. Fml I want my friends 
0,Updating web pages = quick &amp; easy. Doing it properly (ensuring all links work &amp; formatting is correct) = slow &amp; v boring. 
0,@torehtard i agree 
0,@porschac i'm feeling your pain friend. working on last minute crap myself. boohoohoo 
0,Not feeling good. Think I'm getting a cold 
0,Hottie has the flu now too 
0,damn class tests 
0,@kungfudigital shame the Kindle is only available in the US 
0,Thinking the last 10 days have been practice for letting her go.  doesnt make it any eaisier
0,... and then something mega urgent and mega important gatecrashes the list  #GTD
0,Leaving PEI today 
0,BOOOOOOOOORED! i hav been ill for a month now.. gettin kinda lonely! 
0,@TipsyDarlene Which part of Canada are u going to? Vancouver? Toronto? Montreal?? I need a break here! 
0,Argh pollen is not my friend 
0,Why have IMG Spark's servers been pretty much down for like a week? Really annoying. 
0,@peteyboosh I would but you told me I have to stop doing that otherwise I'll get in trouble. 
0,@thefrenchbandit awwww sorri about ur cat 
0,Getting ready for breakfast; leaving Quebec today 
0,Wish I was going  This is how it has to be though...
0,Taking HJo and Joe to the airport. 
0,I miss aishah alot 
0,ugh rain  not a nice way to start off the day
0,...I'd clicked on the wrong link 
0,@elysion32 I wish I could this morning.  a perfect day to play hookie &lt;-- LOL never spelled that word before..
0,@dannywood happy birthdayy! Wish I could come on the cruise with you 
0,listening to placebo always makes me realise how much i miss my ashtray girl. gonna listen to asteroids galaxy tour instead 
0,@bluk9t I am having a hard time tuning The X... I miss my Elliot in the Morning 
0,Wants some Pom Pom juice. 
0,"@SelinaSark Oh. Well, at least you have willpower. I wouldn't. "
0,Heading to the golf course. Looks like rain. 
0,isPlayer Has Died! Sorry 
0,is  kc nacorrupt yung mga mp3 q ng arashi yung buong buong yun :'-( http://plurk.com/p/tqx97
0,http://twitpic.com/55afn - don't know why i'm sideways  can't fix it...
0,its really cold here blah 
0,kind of busy preparing for school requirement 
0,Doesn't feel too good! 
0,Today is going to be the longest day ever. Laying awake since 330 from one long nightmare  ew.
0,"Avery hurt her leg last night, taking her to the vet this morning....I hope she didn't break it.  "
0,Being audited! Eish 
0,Going to SM North to buy some DVDs... I missed David Cook's visit there. 
0,@Mikolak28 Sorri about that .. I am really really really bored . 
0,design is so fucking subjective... 
0,why is it that i continue to root for teams that tease me so? #caps 
0,@angryfeet Very. 
0,@AmericanWomannn No... Going to bed now. Besides coffee really is not agreeing with me lately. 
0,"@JoeyLibetta Its for the student magazine, about how we're bein scammed by banks apparently..credit cards &amp; PPI..it complicated "
0,@JTSpurs @GiraffeJo   Mines still in stock waiting to be dispatched 
0,@benjihaworth Not even... oh... 
0,i hate rain  going to schoollll. :/ text me!
0,...I'd clicked on the wrong link! 
0,@libbycarespodi - that pictures makes me sad  i miss it
0, I can t find my sister on twitter...
0,Running late for work...  What a way to start the day 
0,Our Yorkie had surgery yesterday and has half her mouth wired shut...  Taking care of all the animals while my parents are in Cabo!
0,@lloydi tried and failed - transpires grout is the one surface duct tape will not maintain adhesion to 
0,@hoseachanchez: NOOOOOOO so I might Neve see u again 
0,"@urartist I was passionate about creating, but I seem to have misplaced my passion at the moment  Maybe I tweeting will help find it?"
0,y does life have to suck so much i thought it was the best day and turns out it is the worst day in the hole world 
0,"@cactusjac laptop, 2 netbooks, a psp and my derby bag. More angry at myself in a way. Not sure what was backed up. Lost my tatt idea pics "
0,So am very bummed I am a total poor and can't buy @altgeldshrugged's new book PRETTY IN PLAID-have put my name on the library hold list 
0,@lilmisslexaaaa hey you don't like demi lovato! When I played it at my party you told me to shut it off. 
0,"last day of math, last night at becca's, really sad "
0,"@Girl_In_A_Box - I never got to see a proper one!  spent first year diving trying avoid them, next year wanting to find them!"
0,i feel so crappy today  stupid allergies
0,Woke up not feeling good at all. Looks like I'm staying home today 
0,Speaking of Paws in the Park. Its on again this year in September. Cannot go though  Heres their website: http://www.pawsinthepark.net/
0,I'm tired!! really tired!! 
0,i miss gabby cullen 
0,uuuuuuuuugh still ill. have avoided WoW today though so thats progress. Work not rly happening and exam TOMORROW. 
0,DARN! I wasn't able to watch Eat Bulaga 
0,"Just met with a potential client for an interesting project, unfortunately had to sign a NDA "
0,"are little quieter than usualy, which is just as well considering half the office being ill! "
0,How much i wish i could hold him in my arms for one last time! 
0,@themadone You are right ~ I have just had a direct look at your twitter-stream &amp; am finding tweets @majic13 + @the_eggwhite who I follow 
0,I think i had some kind of allergic reaction to the hand sanitizer Hannah had yesterday. . . 
0,disappointed for a reason that's too personal but childish.. 
0,ap world exam today    SPRINGSTEEN TOMORROW. OMGOMGOMG.
0,I need a new job 
0,@AnnaAntell That's a toughie 
0,"Side-effect of my meds - I have the most insane dry-mouth, it's actually painful at this point "
0,@ilivefordance RILEY! I miss you like crazy  Come home soon!
0,"Oh man.....I can't deal with a headache, I wish I had Starbucks "
0,@nmz009 yeah he was really good!!! shame  but it was inevitable that adam would get in... the teens go wild for him lol
0,About   10 minutes back to that stupid internship :S   BOOEE
0,@LouLouK I gave up on Wired UK on the last issue; it's just a mens mag aimed at senior managers &amp; full of useless crap. 
0,@laura_eyedea  I don't think I'll ever be the same again..... Such devastating news!!
0,Very sore 
0,Wow do I hate finding jeans that fit correctly. If only I was skinner 
0,just finished work. preparing for ten hours tomorrow 
0,@FaithfulChosen I confess - we have a dish washer  I set it off each night and empty it in the morning. Very lazy.
0,no one will hire me 
0,@djbunty You know how gutted I am that I'm not getting crunk with you on Saturday  bunty vs mgck @ red soon haha
0,@lrlee But I want to flaunt it. It makes me feel superior... and I like that!  besides I already have it on stanza. Can't get into it 
0,@P0RCELAIN sorry to hear about your dog  Anything that can be done for him?
0,I have just failed misable a physics practical paper 
0,@cyborgfranky sorry!!  I would if I could!!
0,Getting ready to go to class 
0,"Danny.   Adam should win this. He deserves it more. I like Kris Allen, though. "
0,@temposhark  Oh that's just down right brilliant right on! Aww I know about the hayfever. My eyes are puffy.. well you know.. lol but 
0,@steevbishop That's kind of what I'm afraid of. I feel like I've let the internet down. 
0,"@cologne_chick Nope, no problems. Sorry honey. "
0,@Saresa Been there. It sucks.   Hope you feel better. Maybe if you kill some murlocs you'll feel better.
0,On the bus and i forgot to eat breakfast  but thank god for poptarts lol YUMMY cherry ;) lol love ya lambs!
0,"NO FAIR. I LOST MY SANDWICH  @hollyseddon: #twittermovies @vmdotcom Mentally ill millionaire gets cross, dresses like a bat."
0,wish david archuleta has a plurk so that we can chat...  http://plurk.com/p/tqyfq
0,exhausted 
0,@mikebrice they are out there just under all that mud 
0,roadworks outside woke me up  at 12 
0,"Another long day out, had some classes, now gym and then uni again til 7pm "
0,Headache! 
0,BTW Good morning Twitterville! @TalkingWithTami I hope you don't have what I am STILL trying to shake! @Enchantedpr too.  Get well soon.
0,"I hate that when I wake up super tired still, my heart misses him more than is bearable "
0,"was cut out from stormy_team's memberlist. I don't where to get Smile &amp; Quiz Show &amp; even my ARASHI fix.  Well, I'll rejoin once I'm al ..."
0,didnt know things would turned out this way. so i guess its a bye already? no ho ho nooooo dont go 
0,At school by myself  save me
0,@mama_leg who won?????!!!! i didnt watch it 
0,I'm only two minutes into the sound editing of my five minute film. The sun is bright and I predict no sleep until after class. 
0,"Is bored to hell and only just got up, couldn't sleep til 4am, CBA to do anything, but need to get food "
0,Cant believe the first exam is tomorow 
0,"Today I went to a rose garden in a park. I couldn't take good pics,coz it was so windy  But they were at their best and beautiful!! "
0,the inevitable pre-exam insomnia has kicked in. whyyyy? 
0,I need to snap out of this funk. I think it's this dreary weather. 
0,is sick..  i hope i'll be okay tomorrow so i can go with my friends
0,On my way to school  revision is suckish  
0,"Rain Rain come our way, the heat it killing us all the way "
0,Going back to sleep.. rambling to self is boring.. 
0,"@Nusretnina I know how you feel, it had the same effect on me!! Its the 3rd anniversary of my mums death to cancer tomorrow   xx"
0,Going to get a little more tipsy and then get back into my book-writing. It's been neglected for a few weeks now 
0,Down to 10 players in my hockey pool.  Time for #RedWings and #Bruins to get it together tonight. #NHLPlayoffs
0,@furybug Ssssssh. I read the trades... 
0,@silviastraka hopefully the weather clears up - I'm to fly out there next week. 
0,Only two hours of sleep last night;  and was in the gym by 5AM this morning.
0,@khristopherr  you can't leave Twitter!
0,looking forward to this weekend xD grrrr just got to get through boring friday at school 
0,@ianrmcallister This is the sort of thing that could throw us into an early and acrimonious general election not based on real issues  
0,About to leave for school. It's way to early to be failing an AP exam. 
0,Acting classes yesterday...next weds. is the last class!! then i have to take jazz/hip hop and voice classes! WOOT WOOT! 
0,aaaargh I have an exam in 90 minutes and my insides are misbehaving horribly. I don't know if I can manage w/o bathroom for 2.5 hours. 
0,my back hurts  need to find my perfect chair
0,@mikaam Yum! I just ran out of hazelnut coffee cream 
0," Blonde moment, apparently i booked the tickets for tomorrow not today. Hm...oh well till tomorrow."
0,Skive over Back to the shop 
0,@powerwriter I know right!? I need my Otalia! I hope the show is picked up -- maybe not -- all good things come to an end in Soapland! 
0,"@iDazz yeah - it does mean probably working on Saturday  have watched apprentice, read feeds, now dog walk then gaming?"
0,"@Bugwatcha Ah yes, sorry too late now "
0,Never mind. I've got a load of emails to get to. 
0,on my way to the dentist....NO FUN! 
0,spain is cool i goin there in september but the only thing is i am gonna miss your bithday sam 
0,I've been fighting a migraine all week and NOTHING is working 
0,It's an awesome start to the day when you snag (&amp; tear a hole in) the sleeve of your leather jacket. 
0,@Bippy How do you retweet I don't know how to 
0,"@jmoney1026 sweet, wanna take me to.  Never been   http://myloc.me/QZa"
0,First time in a while I've slepted horribly 
0,now i need signature's from my old teachers from my old school and it pisses me off why can't they just give me it to me  right away 
0,no post for me today  hard to have patience in these accelerated times
0,bored bored bored  what can I do???  later:soccer time  but now bored 
0,Ugh can't sleep &amp; haven't been able to all night 'cause of my damn wrist. 
0,Almost forgot I have a doctor's appointment today. Workout will have to wait until this afternoon. 
0,beginning the longest day ever by waking up late. no time for starbucks ohnoz! 
0,woke up this morning feeling like my head was run over by an 18 wheelers 
0,Morning Tweeples....woke up to a bit of rain here 
0,"Off for lunch in a min - chicken sandwiches, doritos and an Activia, its lookin like October outside "
0,@CourtyJ lmfao  im only trying to help you x
0,Costa today... No free coffee here though...  http://twitpic.com/55ato
0,I was a sleep sleep! Now getting ready for the job 
0,@PLeahcar This is my first day back at work for 8 working days = not fun! Drs have added another 6-8 weeks till ankle recovery 
0,just got home from the skul.. confused! perpetualite or bedan? i super want to transfer but der's a huge conflict!! 
0,stressed about his aunt 
0,@LucPestille Sorry... yes... #OIP is once a month on a Thursday (currently) so footy tonight is alas is out for me 
0,@Galdra Are you where you are right now? In the libary with Galdra?? I'm bored 
0,"@debarouchi Yep, 4! Wtffff.  *clings to you*"
0,@BiggbyBob I just drove by the store! Sadly I'm too late to stop 
0,@Schofe i actually cried watching that poor man abused by his fiance on TM today  what a sweetheart! x
0,what happened to my direct deposit? and it to damn early to b working when u havent had a gud nights rest 
0,Up since 5am. Couldn't sleep 
0, gdocs letting me down. Not saving and not sharing. One more go.
0,@joseusa  why did you call me as slut? 
0,@schafsprinz you are ignoring me 
0,@MartaBigail i wanna live near the beach too 
0,OMG HK had my size for them Jeremy Scotts x Adidas!!!!! I should've got them here!!!! Sold out now.. 
0,@morningshowz103 JT Video on Blog is no longer available 
0,@MCBFF I haven't slept yet  But today is a short day thank goodness
0,"To @KirstyHilton And if you do this &quot;To&quot; thing, it doesn't let you click to see what you're replying to.  Which is shit.  CHANGE IT BACK. "
0,"@twofivefour There was a 'Pirates!' pinball at the nearby putt-putt place, it was awesome! Then the place closed "
0,"gahh, i'm hungry. Mummy, mummy. where are you? "
0,Interesting. Twitted seems to have converted the uri in my last tweet to a short form without asking me 
0,@sunshin3girl This is true - I just wish F1 didn't have to attempt its own self-destruction for it to happen 
0,# @Catherine42 I wouldn't mind but I only had 1/2 a portion &amp; then left 1/2 the cream  just fruit for me then until my hols  x
0,goodmorning twitterz! got a crappy day ahead 
0,OH MY FREAKING GOD. WHY IS MY INTEREST EXPLORER REFUSING TO OPEN .NET WEBSITES ?! I need my QC dose 
0,@tsarnick I think I need to buy a phone card to do so. I tried texting you and I don't think it worked 
0,so tired and sore. dont wanna work today. blah 
0,Headache 
0,"@dinasaurus_rex Trust me, it's not by choice, you know that  If I had it my way you'd be right here with me now."
0,@clairecmc So sorry to hear of the loss. Cruelties of nature are never uplifting news. 
0,Went out for just one hour in the sun yesterday..got sever headache the whole day 
0,The problem seems to be fog at Barcelona. But flights are leaving for other destinations with much less delay! 
0,"@taylormcfly haha! definatly! lol, you've reached you limit on www.musiqtone.com too! i got to 98 votes before it stopped letting me vote "
0,Not sure I can take much more of the weird stuff #winplaylist is playing me today 
0,stopping quake live for a few days so i can clear my brain. this game hates me 
0,"Okay, so english exam tomorrow. Revising. Gonna flop though. I can FEEL it. "
0,just dropped Justin and my parents to the airport... I hope I see Justin soon.. 
0,"Ugly, rainy day here today.  Good day to stay in bed.  Too bad I can't "
0,"@xbllygbsn ooh  what is it though? lol want to add you to my add book, even if you dont use it fs! lol"
